pdbid,pose,rmsd,head
4de1,4de1_203,7.120,3.9570
4de1,4de1_215,0.470,6.5280
4de1,4de1_237,0.770,5.8080
4de1,4de1_25,7.850,6.0900
4de1,4de1_275,0.890,3.0480
4de1,4de1_277,0.830,6.3250
4de1,4de1_289,0.460,5.8300
4de1,4de1_292,0.590,7.2340
4de1,4de1_309,4.480,5.4180
4de1,4de1_317,4.240,4.6130
4de1,4de1_340,6.480,6.1240
4de1,4de1_366,0.560,7.1310
4de1,4de1_370,9.070,5.8360
4cra,4cra_113,1.790,7.4740
4cra,4cra_119,2.360,7.8250
4cra,4cra_124,5.920,7.1330
4cra,4cra_126,1.030,7.6750
4cra,4cra_130,1.840,6.5920
4cra,4cra_151,5.470,7.1200
4cra,4cra_155,0.530,9.2940
4cra,4cra_175,1.130,8.4950
4cra,4cra_201,7.130,7.5360
4cra,4cra_204,1.580,6.8300
4cra,4cra_214,6.860,4.5690
4cra,4cra_219,7.070,2.8240
4cra,4cra_224,0.710,6.9190
4cra,4cra_230,0.940,6.7960
4cra,4cra_24,8.110,7.1630
4cra,4cra_240,7.110,4.6300
4crc,4crc_132,2.680,6.3660
4crc,4crc_138,1.850,5.8930
4crc,4crc_140,2.500,6.5670
4crc,4crc_149,1.820,7.4400
4crc,4crc_164,0.990,8.7290
4crc,4crc_168,0.960,9.3500
4crc,4crc_175,8.000,5.3220
4crc,4crc_185,0.820,8.3230
4cra,4cra_953,9.210,-0.1200
4cra,4cra_967,9.880,2.2930
4cra,4cra_972,8.980,4.1640
4crc,4crc_100,7.420,7.4060
4crc,4crc_106,8.290,5.7930
4crc,4crc_120,8.360,5.4110
4crc,4crc_126,9.570,5.7330
4crc,4crc_131,0.880,8.3220
4de1,4de1_405,7.050,-3.2290
4de1,4de1_407,5.210,-1.4740
4de1,4de1_408,4.550,3.2450
4de1,4de1_412,6.920,-7.6170
4de1,4de1_424,1.080,5.8050
4de1,4de1_425,5.340,-1.5790
4de1,4de1_426,1.280,3.0270
4de1,4de1_431,8.320,-11.0180
4cra,4cra_302,3.970,8.0180
4cra,4cra_307,6.750,6.4880
4cra,4cra_318,0.470,9.2320
4cra,4cra_354,1.270,8.2930
4cra,4cra_358,6.760,8.2320
4cra,4cra_364,0.450,8.8540
4cra,4cra_375,5.310,7.6910
4cra,4cra_378,1.710,7.8330
4de1,4de1_432,0.980,1.1330
4de1,4de1_433,1.460,-0.1400
4de1,4de1_436,7.320,-8.5250
4de1,4de1_438,1.330,2.9980
4de1,4de1_440,8.220,-8.4770
4de1,4de1_458,6.220,-4.8500
4de1,4de1_460,7.960,-18.0790
4de1,4de1_466,3.830,-11.0240
4cra,4cra_383,3.050,7.6170
4cra,4cra_4,0.690,8.4880
4cra,4cra_413,3.960,-22.5460
4cra,4cra_422,8.140,-3.7220
4cra,4cra_439,5.780,-21.5750
4cra,4cra_441,3.100,-2.0800
4cra,4cra_444,6.690,-10.5560
4cra,4cra_448,9.210,-26.1200
4cra,4cra_250,4.860,4.6390
4cra,4cra_258,0.870,5.1510
4cra,4cra_270,1.800,8.0710
4cra,4cra_276,2.120,5.7200
4cra,4cra_281,0.710,5.8620
4cra,4cra_283,0.600,6.6820
4cra,4cra_292,1.870,7.8020
4cra,4cra_296,6.970,5.2660
4cra,4cra_564,8.420,6.0690
4cra,4cra_566,4.250,-1.2680
4cra,4cra_569,6.660,1.6400
4cra,4cra_572,6.920,1.6670
4cra,4cra_576,5.690,-14.6150
4cra,4cra_578,5.470,2.0230
4cra,4cra_579,2.210,-4.6760
4cra,4cra_580,3.090,-1.9400
4cra,4cra_610,8.180,2.8100
4cra,4cra_624,5.740,-4.8100
4cra,4cra_636,5.490,-5.2670
4cra,4cra_644,7.540,2.5890
4cra,4cra_656,4.580,-10.3360
4cra,4cra_658,7.240,-1.4110
4cra,4cra_680,7.420,-17.6480
4cra,4cra_689,4.330,-2.5920
4cra,4cra_584,4.470,3.4260
4cra,4cra_589,4.810,-2.1630
4cra,4cra_590,2.860,-12.3330
4cra,4cra_591,6.170,4.7420
4cra,4cra_595,6.340,-1.1690
4cra,4cra_596,2.930,-1.1590
4cra,4cra_604,8.130,-0.5490
4cra,4cra_61,6.050,7.2740
4cra,4cra_456,4.910,-17.6050
4cra,4cra_470,2.690,-5.1190
4cra,4cra_472,4.720,-1.1000
4cra,4cra_477,7.100,-7.3470
4cra,4cra_479,8.360,-7.1290
4cra,4cra_496,9.120,-0.6740
4cra,4cra_504,2.110,-2.7480
4cra,4cra_523,5.900,4.9060
4cra,4cra_695,3.310,-2.1490
4cra,4cra_716,3.820,4.3140
4cra,4cra_719,0.990,8.4280
4cra,4cra_720,2.930,5.3990
4cra,4cra_748,4.530,4.9310
4cra,4cra_795,9.770,5.0030
4cra,4cra_81,8.960,6.0900
4cra,4cra_827,9.140,3.6580
4crc,4crc_743,8.380,4.8210
4crc,4crc_758,8.050,2.4230
4crc,4crc_770,8.060,3.8320
4crc,4crc_821,6.470,6.0570
4crc,4crc_840,4.750,6.0210
4crc,4crc_968,1.570,5.9230
4crc,4crc_99,1.040,9.1150
4ddh,4ddh_1,0.450,6.2470
4cra,4cra_828,9.370,3.0970
4cra,4cra_830,2.250,7.7300
4cra,4cra_855,8.270,4.4770
4cra,4cra_861,7.130,3.2480
4cra,4cra_893,9.490,0.9910
4cra,4cra_905,8.860,5.5940
4cra,4cra_918,9.630,4.5660
4cra,4cra_941,9.760,1.4040
4cra,4cra_525,3.800,3.6180
4cra,4cra_533,7.710,1.5720
4cra,4cra_538,3.630,-1.1200
4cra,4cra_540,7.590,0.0810
4cra,4cra_541,3.100,-7.5020
4cra,4cra_547,1.890,-6.6010
4cra,4cra_548,5.140,2.4050
4cra,4cra_549,2.660,1.8770
4crc,4crc_368,0.730,8.8400
4crc,4crc_391,3.440,7.0850
4crc,4crc_401,1.640,-22.4410
4crc,4crc_411,5.720,-22.3480
4crc,4crc_412,1.630,-13.0650
4crc,4crc_417,7.660,4.2250
4crc,4crc_423,2.850,-23.0840
4crc,4crc_426,2.550,-5.4130
4crc,4crc_192,1.090,8.1260
4crc,4crc_212,0.940,6.3770
4crc,4crc_215,0.790,5.8750
4crc,4crc_217,0.880,7.8630
4crc,4crc_263,1.980,4.3330
4crc,4crc_291,0.850,6.3560
4crc,4crc_314,0.910,8.4510
4crc,4crc_323,4.700,4.0860
4crc,4crc_569,7.110,5.9470
4crc,4crc_571,4.980,0.1670
4crc,4crc_574,6.060,0.7330
4crc,4crc_575,4.890,1.4580
4crc,4crc_586,2.420,-4.8980
4crc,4crc_588,4.910,-1.7310
4crc,4crc_590,9.220,-11.9510
4crc,4crc_591,5.600,-2.7240
4crc,4crc_443,2.870,-20.8250
4crc,4crc_447,3.300,-19.5590
4crc,4crc_464,5.870,-10.7990
4crc,4crc_475,5.460,-6.2950
4crc,4crc_480,2.610,-30.0790
4crc,4crc_481,3.860,-12.0580
4crc,4crc_485,6.420,5.7340
4crc,4crc_486,3.890,-13.9870
4de1,4de1_521,2.750,2.9340
4de1,4de1_531,7.500,-3.9530
4de1,4de1_538,3.400,1.0710
4de1,4de1_541,3.650,2.6970
4de1,4de1_545,5.860,0.0060
4de1,4de1_550,4.380,5.8620
4de1,4de1_552,4.280,-2.5920
4de1,4de1_553,1.820,4.1070
4crc,4crc_493,4.890,-22.0700
4crc,4crc_505,1.880,-9.1330
4crc,4crc_509,3.250,-8.9930
4crc,4crc_511,3.430,5.1190
4crc,4crc_517,4.880,6.4010
4crc,4crc_528,4.820,-1.6850
4crc,4crc_533,2.510,-18.6470
4crc,4crc_537,3.570,-3.3400
4crc,4crc_538,5.430,-2.1000
4crc,4crc_542,5.040,-4.6120
4crc,4crc_544,3.950,-9.0600
4crc,4crc_549,5.520,-4.4250
4crc,4crc_557,6.470,-4.4580
4crc,4crc_560,5.400,-1.9730
4crc,4crc_561,7.290,-2.0700
4crc,4crc_564,2.840,-6.7320
4de1,4de1_558,6.170,0.1740
4de1,4de1_564,2.280,-2.4580
4de1,4de1_567,1.780,0.6690
4de1,4de1_575,3.860,-6.4940
4de1,4de1_579,5.290,0.1450
4de1,4de1_581,1.560,6.5460
4de1,4de1_582,3.010,-15.2270
4de1,4de1_586,4.790,-2.5350
4de1,4de1_745,8.910,3.3710
4de1,4de1_748,9.120,2.6720
4de1,4de1_749,8.990,3.0050
4de1,4de1_750,8.980,3.3120
4de1,4de1_753,8.910,3.0440
4de1,4de1_755,8.940,3.3480
4de1,4de1_759,8.800,3.8220
4de1,4de1_761,8.740,3.8200
4de1,4de1_699,2.550,5.3790
4de1,4de1_711,6.740,2.5410
4de1,4de1_715,5.740,2.4800
4de1,4de1_728,9.270,2.7940
4de1,4de1_733,9.170,3.0010
4de1,4de1_738,5.530,4.3270
4de1,4de1_742,8.970,3.3870
4de1,4de1_744,9.110,2.5670
4de1,4de1_474,7.060,-5.6360
4de1,4de1_482,3.990,-4.2490
4de1,4de1_484,1.740,3.9940
4de1,4de1_487,4.180,-1.8840
4de1,4de1_491,6.240,1.0010
4de1,4de1_509,2.380,-7.4380
4de1,4de1_514,2.910,4.3640
4de1,4de1_519,3.030,-1.2430
4crc,4crc_680,4.840,-10.5210
4crc,4crc_682,6.330,1.6110
4crc,4crc_685,7.320,-2.2170
4crc,4crc_694,6.720,3.2830
4crc,4crc_716,8.740,1.7250
4crc,4crc_717,1.830,6.9500
4crc,4crc_724,8.780,2.3600
4crc,4crc_734,9.200,4.4500
4crc,4crc_592,9.050,3.7720
4crc,4crc_597,7.510,-9.3750
4crc,4crc_618,6.860,-2.5250
4crc,4crc_620,5.440,-12.8420
4crc,4crc_626,3.300,-1.1950
4crc,4crc_627,6.400,-6.5020
4crc,4crc_633,3.340,-16.6300
4crc,4crc_636,2.420,-8.4380
4crc,4crc_644,7.210,-2.5100
4crc,4crc_646,9.980,-3.3240
4crc,4crc_648,7.210,4.5820
4crc,4crc_649,5.860,1.1360
4crc,4crc_656,6.420,-0.2210
4crc,4crc_661,7.000,-3.5820
4crc,4crc_665,7.530,-7.9500
4crc,4crc_673,4.300,-19.0940
4de1,4de1_590,4.650,4.2250
4de1,4de1_593,5.530,-4.8150
4de1,4de1_596,5.150,2.4110
4de1,4de1_598,3.180,-4.2330
4de1,4de1_620,3.440,-1.4200
4de1,4de1_633,1.720,4.8680
4de1,4de1_636,6.180,-0.3040
4de1,4de1_659,5.280,0.9410
4de1,4de1_661,1.850,1.7610
4de1,4de1_664,6.460,-0.7570
4de1,4de1_667,2.660,1.9410
4de1,4de1_674,2.120,4.1530
4de1,4de1_675,2.820,3.9280
4de1,4de1_676,2.030,0.1260
4de1,4de1_682,4.820,-8.6320
4de1,4de1_697,6.570,-6.9650
4de1,4de1_811,7.480,1.0180
4de1,4de1_84,3.270,6.3080
4de1,4de1_88,2.540,7.1030
4de2,4de2_108,0.720,6.8830
4de2,4de2_129,9.680,4.3810
4de2,4de2_137,1.010,5.5890
4de2,4de2_138,3.010,5.7750
4de2,4de2_148,1.500,6.5790
4de2,4de2_268,7.680,2.8210
4de2,4de2_287,8.090,-0.5110
4de2,4de2_290,0.740,7.1010
4de2,4de2_291,0.900,5.6190
4de2,4de2_292,0.580,5.6570
4de2,4de2_305,0.710,7.2600
4de2,4de2_333,0.430,7.3790
4de2,4de2_338,1.110,6.7140
4de2,4de2_158,9.650,4.2560
4de2,4de2_166,7.300,5.7390
4de2,4de2_175,9.680,4.6480
4de2,4de2_2,3.420,5.7860
4de2,4de2_214,0.730,6.2980
4de2,4de2_224,7.620,4.0000
4de2,4de2_236,7.180,1.8390
4de2,4de2_246,7.000,2.4930
4de2,4de2_451,2.010,1.2490
4de2,4de2_459,3.860,-0.8160
4de2,4de2_468,6.860,-2.6560
4de2,4de2_469,3.200,-7.1800
4de2,4de2_483,2.020,-2.8640
4de2,4de2_490,4.430,-0.3900
4de2,4de2_501,4.970,1.4460
4de2,4de2_506,4.570,4.1540
4de2,4de2_371,0.850,7.6450
4de2,4de2_381,2.890,7.0090
4de2,4de2_385,0.740,7.7330
4de2,4de2_401,8.140,0.2490
4de2,4de2_410,8.480,-6.9110
4de2,4de2_427,9.180,-3.4270
4de2,4de2_441,1.670,-2.0650
4de2,4de2_450,8.870,3.2250
4de2,4de2_512,2.420,-3.5910
4de2,4de2_513,3.710,3.2790
4de2,4de2_514,5.480,4.1910
4de2,4de2_521,4.360,-5.7220
4de2,4de2_522,5.770,2.4010
4de2,4de2_523,1.950,-2.6930
4de2,4de2_526,7.370,-1.1930
4de2,4de2_542,4.600,0.5860
4de2,4de2_544,8.150,2.5580
4de2,4de2_546,8.350,0.1110
4de2,4de2_557,3.900,0.1430
4de2,4de2_560,2.520,-9.4220
4de2,4de2_561,5.510,0.2560
4de2,4de2_562,5.220,1.9950
4de2,4de2_567,2.060,1.3510
4de2,4de2_571,5.180,3.3940
4de2,4de2_572,2.970,-5.5880
4de2,4de2_575,1.820,2.3170
4de2,4de2_577,1.140,0.8200
4de2,4de2_58,2.380,6.8850
4de2,4de2_580,2.550,-14.8510
4de2,4de2_583,6.230,3.4540
4de2,4de2_584,3.190,-8.5850
4de2,4de2_590,4.470,0.3700
4de2,4de2_595,6.490,-2.3990
4de2,4de2_596,6.000,-1.0710
4de2,4de2_600,8.340,-1.9080
4de2,4de2_607,5.460,-3.0800
4de2,4de2_612,3.980,-4.8030
4de2,4de2_622,7.570,0.1000
4de2,4de2_623,4.720,-6.7410
4de2,4de2_641,8.560,-3.9230
4de2,4de2_653,6.290,0.3340
4de2,4de2_670,6.870,2.5710
4de2,4de2_673,5.710,0.4360
4de2,4de2_676,5.300,1.9550
4de2,4de2_694,8.290,2.8310
4de2,4de2_715,6.960,3.8140
4de2,4de2_724,1.200,4.1340
4de2,4de2_737,6.210,2.3570
4de2,4de2_738,3.540,3.5010
4de2,4de2_749,0.920,4.3910
4de2,4de2_76,2.600,5.9560
4de2,4de2_762,7.620,4.4880
4de2,4de2_769,5.350,5.7350
4de2,4de2_773,8.600,3.1320
4de2,4de2_778,9.880,0.7200
4de2,4de2_781,7.550,1.5820
4de2,4de2_782,7.110,4.6720
4de2,4de2_788,4.180,2.3960
4de2,4de2_790,6.780,4.7610
4de2,4de2_795,6.940,1.0990
4de2,4de2_821,4.720,2.2610
4de2,4de2_826,1.940,5.2060
4de2,4de2_866,4.850,3.3180
4de2,4de2_881,1.580,5.1050
4de2,4de2_942,9.280,3.0660
4de2,4de2_943,7.440,-0.9630
4de2,4de2_952,3.930,4.6690
4de2,4de2_974,9.980,2.6150
4de3,4de3_112,6.260,5.3440
4de3,4de3_209,7.050,5.3810
4de3,4de3_211,0.970,3.4760
4de3,4de3_217,6.870,3.1080
4de3,4de3_232,1.850,4.0860
4de3,4de3_234,6.970,4.0840
4de3,4de3_245,0.860,6.1610
4de3,4de3_249,5.400,3.9050
4de3,4de3_252,7.100,-2.5750
4de3,4de3_254,0.620,4.5330
4de3,4de3_260,0.980,4.5470
4de3,4de3_270,1.050,4.1390
4de3,4de3_275,0.980,5.1510
4de3,4de3_282,6.920,-3.9820
4de3,4de3_283,1.420,4.6290
4de3,4de3_288,1.230,3.5250
4de3,4de3_293,4.020,2.7640
4de3,4de3_322,0.540,7.2710
4de3,4de3_350,0.970,7.3750
4de3,4de3_358,0.530,8.2620
4de3,4de3_533,7.250,1.5820
4de3,4de3_539,2.420,3.6870
4de3,4de3_545,7.980,0.1390
4de3,4de3_555,3.770,2.2390
4de3,4de3_556,4.320,-0.1300
4de3,4de3_557,2.820,-2.9800
4de3,4de3_560,6.950,-1.1930
4de3,4de3_563,3.010,-3.4920
4de3,4de3_361,5.030,5.2140
4de3,4de3_371,0.560,7.9550
4de3,4de3_375,0.400,7.9510
4de3,4de3_419,1.240,-1.0460
4de3,4de3_429,3.440,1.3240
4de3,4de3_461,7.150,-10.7960
4de3,4de3_467,1.630,1.1220
4de3,4de3_474,1.820,1.9450
4de3,4de3_477,2.510,-8.1290
4de3,4de3_481,6.660,-1.9120
4de3,4de3_483,5.200,-3.9870
4de3,4de3_495,1.940,3.9570
4de3,4de3_499,2.110,1.7540
4de3,4de3_510,4.820,6.2370
4de3,4de3_513,3.090,-3.8270
4de3,4de3_519,3.110,4.5110
4de3,4de3_564,3.960,4.1290
4de3,4de3_569,4.320,1.4100
4de3,4de3_572,7.080,2.3550
4de3,4de3_576,2.510,-15.4990
4de3,4de3_583,5.040,1.1160
4de3,4de3_591,2.660,-0.7200
4de3,4de3_593,1.750,-4.1560
4de3,4de3_594,1.890,1.5610
4de3,4de3_599,3.770,0.1220
4de3,4de3_631,5.320,-5.1210
4de3,4de3_634,2.370,2.2950
4de3,4de3_655,4.790,-3.5090
4de3,4de3_660,4.880,-0.4540
4de3,4de3_661,5.580,-1.4520
4de3,4de3_666,4.860,-0.1670
4de3,4de3_669,6.220,0.9800
4de3,4de3_673,6.160,2.1170
4de3,4de3_681,8.570,-7.4310
4de3,4de3_688,3.430,-8.7190
4de3,4de3_691,2.040,-3.2780
4de3,4de3_694,3.330,-0.6310
4de3,4de3_695,2.030,-3.6740
4de3,4de3_717,9.630,4.5780
4de3,4de3_740,5.490,3.9390
4de3,4de3_746,3.490,4.8390
4de3,4de3_748,4.970,2.8830
4de3,4de3_756,8.360,4.5610
4de3,4de3_757,9.120,4.2470
4de3,4de3_760,8.680,3.2530
4de3,4de3_762,6.850,0.4560
4de3,4de3_764,8.700,0.1710
4de3,4de3_767,9.040,4.1150
4de3,4de3_769,9.350,2.1950
4de3,4de3_771,4.280,2.9590
4de3,4de3_780,9.650,-0.0570
4de3,4de3_782,4.310,1.7420
4de3,4de3_783,8.170,3.2710
4de3,4de3_786,8.770,-1.1230
4de3,4de3_788,9.230,0.5070
4de3,4de3_816,7.450,4.0120
4de3,4de3_853,7.410,5.4230
4de3,4de3_859,9.340,5.2180
4de3,4de3_860,7.010,3.3270
4de3,4de3_863,9.250,5.2660
4de3,4de3_873,6.890,4.4510
4de3,4de3_879,5.740,2.2160
4de3,4de3_891,8.270,3.4430
4de3,4de3_892,8.290,3.2130
4de3,4de3_919,7.710,4.9500
4de3,4de3_928,8.670,3.1600
4de3,4de3_94,2.550,6.6520
4de3,4de3_945,5.810,2.8160
4de3,4de3_946,8.580,1.6190
4de3,4de3_951,9.350,5.5070
4de3,4de3_959,9.120,1.8640
4de3,4de3_960,5.990,4.0500
4dli,4dli_431,2.820,4.0190
4dli,4dli_447,4.300,0.8030
4dli,4dli_455,2.440,1.7980
4dli,4dli_465,1.660,0.9360
4dli,4dli_481,4.530,-2.0060
4dli,4dli_486,2.340,-4.4900
4dli,4dli_489,2.370,-5.2360
4dli,4dli_498,4.310,2.9390
4dld,4dld_947,1.200,4.7190
4dli,4dli_136,0.780,9.2840
4dli,4dli_154,0.560,9.4820
4dli,4dli_409,4.190,5.9240
4dli,4dli_414,0.890,5.6570
4dli,4dli_42,0.410,9.7950
4dli,4dli_422,2.640,-5.6670
4dli,4dli_426,1.000,6.1560
4dld,4dld_506,6.150,3.2650
4dld,4dld_517,2.430,-1.2250
4dld,4dld_535,6.610,1.3660
4dld,4dld_539,6.470,1.9030
4dld,4dld_540,5.840,2.9590
4dld,4dld_545,6.350,3.4070
4dld,4dld_548,4.050,0.2140
4dld,4dld_557,5.280,1.3490
4dld,4dld_300,0.960,5.2460
4dld,4dld_313,6.300,6.8860
4dld,4dld_314,5.600,6.6080
4dld,4dld_369,5.280,6.9010
4dld,4dld_408,4.230,-2.1080
4dld,4dld_410,0.800,5.3910
4dld,4dld_422,3.030,-11.6610
4dld,4dld_425,4.890,-4.8550
4dli,4dli_501,1.060,8.6630
4dli,4dli_502,1.670,7.6720
4dli,4dli_504,0.900,7.5770
4dli,4dli_505,4.190,3.9010
4dli,4dli_521,1.380,6.2650
4dli,4dli_524,1.150,6.0650
4dli,4dli_530,1.730,6.6840
4dli,4dli_546,6.690,2.2910
4dld,4dld_473,4.440,-5.7230
4dld,4dld_474,4.550,-2.3540
4dld,4dld_478,5.290,-3.1550
4dld,4dld_490,4.610,-3.2820
4dld,4dld_497,2.640,1.6360
4dld,4dld_499,3.670,-8.0390
4dld,4dld_500,2.470,-3.5810
4dld,4dld_501,3.710,3.5060
4dld,4dld_567,3.930,-2.1940
4dld,4dld_568,7.200,3.2320
4dld,4dld_573,4.540,1.7860
4dld,4dld_576,4.340,-4.3920
4dld,4dld_577,4.820,1.6950
4dld,4dld_581,5.230,1.3370
4dld,4dld_583,2.890,-6.1770
4dld,4dld_598,6.790,0.3980
4dld,4dld_631,5.300,2.6010
4dld,4dld_636,3.950,0.0190
4dld,4dld_649,6.150,1.5270
4dld,4dld_653,3.750,-4.6740
4dld,4dld_659,6.240,1.9620
4dld,4dld_677,5.730,2.6630
4dld,4dld_709,1.020,6.8220
4dld,4dld_728,1.080,4.5080
4dli,4dli_547,3.990,3.6580
4dli,4dli_550,2.740,4.7910
4dli,4dli_567,3.050,3.5600
4dli,4dli_57,0.530,9.4280
4dli,4dli_571,4.230,5.1650
4dli,4dli_573,7.420,4.2860
4dli,4dli_575,1.590,3.7260
4dli,4dli_580,6.930,3.3200
4djv,4djv_97,6.360,6.8420
4dld,4dld_109,7.010,4.5340
4dld,4dld_178,0.880,3.8950
4dld,4dld_198,6.700,5.3740
4dld,4dld_199,6.340,5.9830
4dld,4dld_207,0.530,7.2440
4dld,4dld_208,0.510,6.3450
4dld,4dld_211,0.340,7.9400
4dld,4dld_427,5.230,1.2730
4dld,4dld_428,1.930,-4.6520
4dld,4dld_438,2.770,-4.0740
4dld,4dld_441,3.790,1.2520
4dld,4dld_455,2.650,-3.1870
4dld,4dld_457,3.480,-9.2080
4dld,4dld_464,5.210,3.5070
4dld,4dld_466,2.280,2.3390
4dld,4dld_249,1.940,5.3140
4dld,4dld_252,2.240,6.1480
4dld,4dld_260,1.850,5.5860
4dld,4dld_261,1.020,5.1170
4dld,4dld_262,1.000,6.1060
4dld,4dld_282,1.340,4.0330
4dld,4dld_285,0.870,5.4230
4dld,4dld_293,0.850,5.0030
4dld,4dld_740,3.530,4.8770
4dld,4dld_747,3.000,5.6990
4dld,4dld_752,3.010,5.6100
4dld,4dld_79,4.500,6.7410
4dld,4dld_811,2.050,-0.3830
4dld,4dld_826,1.360,5.0390
4dld,4dld_873,1.130,4.5200
4dld,4dld_900,0.930,5.3570
4djv,4djv_105,1.840,7.9340
4djv,4djv_136,5.510,8.3890
4djv,4djv_159,5.170,7.3680
4djv,4djv_164,0.490,8.8800
4djv,4djv_17,5.880,6.6550
4djv,4djv_175,1.740,7.0460
4djv,4djv_2,6.300,7.1240
4djv,4djv_21,4.680,7.0140
4djv,4djv_212,0.430,8.2830
4djv,4djv_29,5.190,7.4870
4djv,4djv_314,1.090,7.4670
4djv,4djv_33,6.450,7.9590
4djv,4djv_335,0.610,9.1700
4djv,4djv_336,0.640,9.3550
4djv,4djv_349,0.400,9.2140
4djv,4djv_380,0.460,9.1260
4djv,4djv_388,0.560,9.0130
4djv,4djv_399,0.640,8.5820
4djv,4djv_401,1.360,-2.8100
4djv,4djv_402,3.700,4.6740
4djv,4djv_406,3.340,-9.9940
4djv,4djv_412,3.710,-0.5260
4djv,4djv_416,4.710,5.5990
4djv,4djv_421,2.570,-5.8400
4djv,4djv_422,2.770,-7.8480
4djv,4djv_427,1.990,-3.0630
4djv,4djv_431,3.520,3.2970
4djv,4djv_433,4.240,-6.4440
4djv,4djv_434,3.170,-23.1950
4djv,4djv_436,5.210,-5.7230
4djv,4djv_438,3.610,-2.7260
4djv,4djv_446,1.590,-5.1970
4dli,4dli_587,7.360,2.3540
4dli,4dli_591,7.510,5.0020
4dli,4dli_594,7.350,3.8460
4dli,4dli_595,6.130,2.5650
4dli,4dli_637,4.510,3.5830
4dli,4dli_641,4.700,1.3310
4dli,4dli_659,3.360,-0.6040
4dli,4dli_660,1.060,1.4550
4dli,4dli_750,2.560,9.1390
4dli,4dli_756,5.050,0.6370
4dli,4dli_759,4.570,3.9550
4dli,4dli_769,0.950,5.7730
4dli,4dli_770,7.200,5.4670
4dli,4dli_772,5.620,1.1600
4dli,4dli_776,5.100,2.7960
4dli,4dli_777,5.060,3.3610
4dli,4dli_778,6.400,3.9000
4dli,4dli_781,6.430,2.5290
4dli,4dli_783,6.670,5.8990
4dli,4dli_784,2.220,7.0010
4dli,4dli_786,8.500,3.5990
4dli,4dli_787,5.490,2.9220
4dli,4dli_788,6.110,1.8750
4dli,4dli_789,0.990,2.9370
4dli,4dli_664,2.130,3.1970
4dli,4dli_666,4.910,0.5680
4dli,4dli_679,3.960,4.7390
4dli,4dli_684,3.900,3.0350
4dli,4dli_693,1.420,-3.9050
4dli,4dli_710,3.290,5.1240
4dli,4dli_734,2.240,4.8830
4dli,4dli_738,3.960,2.6480
4djv,4djv_447,2.690,-11.1410
4djv,4djv_452,1.990,-5.1010
4djv,4djv_457,4.640,1.1720
4djv,4djv_467,3.900,1.2030
4djv,4djv_476,2.980,-3.2190
4djv,4djv_483,2.910,-5.6440
4djv,4djv_491,2.560,-10.5980
4djv,4djv_492,1.760,-14.6870
4dli,4dli_792,6.330,-0.6010
4dli,4dli_793,3.820,1.8290
4dli,4dli_868,3.320,3.4460
4dli,4dli_895,3.240,3.0720
4dli,4dli_948,1.190,5.5520
4dli,4dli_96,0.440,9.1590
4e5w,4e5w_109,9.410,4.5190
4e5w,4e5w_121,0.150,10.1820
4djv,4djv_496,1.930,-10.9580
4djv,4djv_497,2.300,-2.0670
4djv,4djv_521,7.510,0.4260
4djv,4djv_533,6.490,-1.4990
4djv,4djv_544,4.980,-9.7270
4djv,4djv_546,3.910,-4.2010
4djv,4djv_551,4.760,-3.4000
4djv,4djv_557,1.560,-7.0640
4djv,4djv_612,7.170,1.1960
4djv,4djv_615,7.460,2.2010
4djv,4djv_617,5.480,0.4670
4djv,4djv_637,4.040,3.1020
4djv,4djv_640,5.530,4.6700
4djv,4djv_650,2.770,-2.4610
4djv,4djv_659,4.590,1.9140
4djv,4djv_661,7.450,-12.2400
4djv,4djv_7,0.880,8.3130
4djv,4djv_701,0.420,7.8360
4djv,4djv_823,7.130,3.9130
4djv,4djv_830,7.090,4.1620
4djv,4djv_900,7.290,4.5470
4djv,4djv_913,6.450,3.9720
4djv,4djv_923,7.150,4.0400
4djv,4djv_957,7.010,4.5670
4djv,4djv_666,6.270,1.4010
4djv,4djv_672,2.560,-6.0260
4djv,4djv_675,5.630,-0.1440
4djv,4djv_676,4.590,-3.8040
4djv,4djv_677,6.420,-4.0740
4djv,4djv_687,2.230,-13.1570
4djv,4djv_694,7.490,5.7720
4djv,4djv_696,5.650,5.3000
4djv,4djv_561,5.450,-10.9790
4djv,4djv_563,3.920,-0.6120
4djv,4djv_570,6.120,-1.9430
4djv,4djv_58,6.030,6.7380
4djv,4djv_584,8.090,-3.2400
4djv,4djv_590,3.710,-12.2170
4djv,4djv_592,6.130,-4.9710
4djv,4djv_607,4.730,-7.4710
4ea2,4ea2_270,6.900,2.4990
4ea2,4ea2_364,1.700,7.9440
4ea2,4ea2_407,1.770,-3.4740
4ea2,4ea2_408,5.530,-1.2530
4ea2,4ea2_411,1.710,-1.1920
4ea2,4ea2_442,2.550,-1.7680
4ea2,4ea2_444,2.790,-1.2450
4ea2,4ea2_456,1.880,-0.0920
4ea2,4ea2_555,4.170,2.4790
4ea2,4ea2_565,4.950,-3.8610
4ea2,4ea2_568,4.490,1.6660
4ea2,4ea2_576,5.390,0.6610
4ea2,4ea2_58,7.460,5.5410
4ea2,4ea2_59,7.470,6.0720
4ea2,4ea2_592,5.800,1.8640
4ea2,4ea2_598,4.600,1.8340
4e5w,4e5w_13,7.180,5.2530
4e5w,4e5w_141,1.920,6.4910
4e5w,4e5w_151,6.390,4.2490
4e5w,4e5w_17,7.560,6.0280
